company,function,title,count,people
Aligned Data Centers,Unclassified,Técnico Mecânico de Manutenção e Refrigeração,1,Rodrigo Dias
"Alliance Construction Solutions, LLC",Design & Engineering,(former) Project Engineer,1,Gabriel Remshardt
"Alliance Construction Solutions, LLC",Pre-Construction & Cost,Chief Estimator,1,Casey Paulson
Alpine Datacenter Group,Pre-Construction & Cost,Senior Cost Consultant,1,Christina A. Rizo
Alston Construction,Operations & Facilities,Operations Manager,1,Sean Toolan
Alston Construction,Pre-Construction & Cost,Preconstruction Manager,3,Cameron McRae; Jim Wilkinson; Mitch Spencer
Alta Infrastructure,Executive leadership,COO,1,Magnus Dittmer
Amaara Networks,Sales & Leasing,VP of Enterprise & Data Center Sales,1,Luis Garcia
AMAX,Construction & Delivery,(former) Business Project Specialist,1,Hannah Xing Han
Ambrose Property Group,Development & Real Estate,Development Manager,1,Zach Imbus
Ambrose Property Group,Development & Real Estate,Development Manager - Denver,1,Matthew Borner
Ambrose Property Group,Development & Real Estate,Senior Development Manager,1,Daniel Kmiecik
AMD,Construction & Delivery,"Director, DC",1,Ellen Yang
AMD,Sales & Leasing,"AI Business Development Director, EMEAI & APeJ, Datacenter GPU",1,Tim Robson
AMD,"Strategy, Finance & Investment","Corporate Vice President, Corporate Development and Data Center Strategy",1,Melanie Kiely
Amentum,Development & Real Estate,Director of Site Development,1,Kyle N.
American Real Estate Partners,Design & Engineering,Senior Vice President Design & Engineering,1,Karen Petersburg
American Real Estate Partners,Development & Real Estate,Data Center Development,1,Katie Kolberg
American Real Estate Partners,Development & Real Estate,"Director, Acquisitions - Land Planning & Development",1,Emily Dommel (Weaver)
American Real Estate Partners,Development & Real Estate,"Director, Data Center Development & Construction",1,Kevin Wise
American Real Estate Partners,Development & Real Estate,"Director, Data Center Development and Construction",1,Minhaz Arefin
American Real Estate Partners,Development & Real Estate,"Director, Development & Construction",1,Luke Denny
American Real Estate Partners,Development & Real Estate,"Senior Director, Asset Management & Development",1,Alex Solomon
American Real Estate Partners,Development & Real Estate,Senior Vice President - Development and Construction,1,Shawn Batterton
American Real Estate Partners,Development & Real Estate,"Senior Vice President, Development & Construction",1,Jeff Parsons
American Real Estate Partners,Development & Real Estate,"Senior Vice President, Development and Construction",1,Patrick Pline
American Real Estate Partners,Development & Real Estate,"Senior Vice President, Entitlements",1,Elizabeth Nicholson
American Real Estate Partners,Development & Real Estate,"Vice President, Asset Management & Development",1,Katherine Jacobs
American Real Estate Partners,Development & Real Estate,"Vice President, Data Center Development and Construction",1,Brett Jacobs
American Real Estate Partners,Energy & Utilities,"Manager, Data Center Utility Projects",1,Will McDowell
American Real Estate Partners,Pre-Construction & Cost,"Director, Data Center Preconstruction Program",1,Sunil Patel
American Real Estate Partners,Unclassified,Senior Vice President,2,John J. Adametz; Kerri Thomas
Amp Z,Development & Real Estate,(former) Chief Development Officer (CDO),1,Russell Shriver
Amp Z,Energy & Utilities,Power Origination Associate,1,Chris Deranian
Anthropic,Energy & Utilities,Energy Lead,2,Andrew Rudersdorf; Sana Ouji
Anthropic,Energy & Utilities,Data Center Energy Lead,1,Ariel Horowitz
Anthropic,Energy & Utilities,"Head of Energy, Leasing and Land",1,Tim Hughes
Anthropic,Sales & Leasing,Data Center Transactions & Leasing,1,Peter Jones
Anthropic,Sales & Leasing,Data Center Transactions and Leasing,1,Cyrus Aga
Anthropic,Sales & Leasing,Head of Sales UK,1,Asjit Teja
Anthropic,Sales & Leasing,"Head of Sales, Enterprise Digital Native - EMEA",1,Ryan O'Holleran
Anthropic,Unclassified,Data Center Transactions,1,Jason Cofield
Anthropic,Unclassified,Head of Infrastructure,1,Eric Boyd
Apatura,Sales & Leasing,Head of Commercial,1,Michael Hunter
Apex Clean Energy,Design & Engineering,Senior Director of Civil Engineering,1,Masih Qutb
Apex Clean Energy,Development & Real Estate,Senior Development Manager,6,Christopher Hawk; Garrick Valverde; Matthew Eberl; Meagan Van Vuren; Nathan Pedder; Ronald Hardin
Apex Clean Energy,Development & Real Estate,Development Manager,4,Andrew Stetter; Bryce Morrison; Carly Levario; Gabe Goldberg
Apex Clean Energy,Development & Real Estate,Director of Development,2,Alan Moore; Jessica Walsh
Apex Clean Energy,Development & Real Estate,Vice President of Development,2,David Savage; Sean Stocker
Apex Clean Energy,Development & Real Estate,"Business Development Director, Acquisitions and Partnerships",1,Scott Wilson
Apex Clean Energy,Development & Real Estate,"Development Manager, DER",1,Sidonie Shira
Apex Clean Energy,Development & Real Estate,Director Of Development,1,Carmen O'keefe
Apex Clean Energy,Development & Real Estate,Director of Development - Regional Lead,1,Dylan Ikkala
Apex Clean Energy,Development & Real Estate,Director of Project Development,1,Faith Tyler
Apex Clean Energy,Development & Real Estate,"Director, Development - Regional Team Lead",1,Jimmy Merrick
Apex Clean Energy,Development & Real Estate,"Executive Vice President, Development",1,Scott Koziar
Apex Clean Energy,Development & Real Estate,Land Acquisition Specialist,1,Joe Khibeir
Apex Clean Energy,Development & Real Estate,Land Development Manager,1,Santa Brescia
Apex Clean Energy,Development & Real Estate,"Senior Development Manager, Permitting",1,Tiffany Severs
Apex Clean Energy,Development & Real Estate,"Senior Land Director, Development",1,Karen Arehart
Apex Clean Energy,Development & Real Estate,Senior Vice President Of Development,1,John Arehart
Apex Clean Energy,Development & Real Estate,Senior Vice President of Land Management,1,Jeanine Wolanski
Apex Clean Energy,Development & Real Estate,Vice President Of Development,1,Kent Dougherty
Apex Clean Energy,Development & Real Estate,Vice President of Western Development,1,Marc Sydnor
Apex Clean Energy,Development & Real Estate,"VP, Permitting",1,Brenna Gunderson
Apex Clean Energy,Energy & Utilities,"Director, Distributed Energy Resources (DER)",1,Andrew Hull
Apex Clean Energy,Unclassified,Interconnection Manager,2,Mo Riley; Shashwat Shekhar
Apex Clean Energy,Unclassified,Asset Manager,1,Eric Nuss
Apex Clean Energy,Unclassified,"Director, Western Region",1,Alex Mathews
Apex Clean Energy,Unclassified,Senior Vice President,1,Ryan Henning
Apex Clean Energy,Unclassified,Transmission Manager,1,Anish Rao
APL expert en data centers,Sales & Leasing,Head of Business Development Department,1,Benoît GANOUSSE
Apple,Construction & Delivery,Senior Project Manager,1,Tony Nguyen
Apple,Design & Engineering,Director Data Center Engineering,1,Spas Lazarov
Apple,Design & Engineering,Optical Engineer,1,Kerry Symons
Apple,Development & Real Estate,Data Center Site Selection,2,Oscar Gonzalez; Oscar J Gonzalez
Apple,Development & Real Estate,Retail Real Estate & Development,2,Deverell Smith; Mike Jlax
Apple,Development & Real Estate,Development Lead - AMR West,1,Peter Scales
Apple,Development & Real Estate,Development Services Manager,1,Erick H. Serrano
Apple,Development & Real Estate,Planning & Development Manager,1,Kristi Loui
Apple,Development & Real Estate,"Project Manager Team Lead, Special Projects Group - Real Estate & Development",1,Joe Alsup
Apple,Development & Real Estate,Real Estate & Development UK Lead,1,Andrew Barnaville
Apple,Development & Real Estate,Real Estate and Development,1,Simone Steinhaus
Apple,Development & Real Estate,Real Estate and Development Project Manager,1,Daniel Turrini
Apple,Development & Real Estate,"Real Estate and Development SPG, Project Manager",1,Crystal Ferguson
Apple,Development & Real Estate,Senior Development Manager,1,Pete Huey
Apple,Development & Real Estate,"Senior Development Manager, Real Estate & Development at Apple",1,Stuart Glenn
Apple,Development & Real Estate,"Senior Director, Real Estate and Development - Global Real Estate Expansion and Operations",1,Rebecca Cullen
Apple,Development & Real Estate,Senior Real Estate and Development Project Manager,1,Pat Byrne
Apple,Development & Real Estate,"Transaction Manager, Global Real Estate",1,Jeff Ching
Apple,Development & Real Estate,"Vice President, Global Real Estate Development, Facilities Operations & Site Services",1,Kristina Raspe
Apple,Energy & Utilities,Data Center Construction and Renewable Energy Procurement,1,Michael Crowley
Apple,Energy & Utilities,"Director, Global Energy and Sustainability",1,Robert Redlinger
Apple,Energy & Utilities,Global Energy & Sustainability,1,Christina Viola
Apple,Energy & Utilities,Global Energy and Sustainability,1,Ian Quirk
Apple,Energy & Utilities,Global Energy and Sustainability Team,1,Meng Meng
Apple,Energy & Utilities,"Manager, Renewable Energy Strategy",1,Andrea Romano
Apple,Energy & Utilities,Senior Utility Program Manager,1,Kristina Stanford
Apple,Operations & Facilities,Regional Facilities Lead,1,Mark Dimmick
Apple,Unclassified,"Head of Infrastructure Services, Japan & Korea",1,Ben Watson
Apple,Unclassified,Senior Director - Data Centers,1,Darin Divinia
Apple,Unclassified,Sr. Transaction Manager,1,Ben Andrew
Applied Digital,Construction & Delivery,Campus Director,1,Aaron Prill
Applied Digital,Construction & Delivery,Project Manager,1,Jason Steward
Applied Digital,Construction & Delivery,Sr. Data Center Construction Manager,1,Steven Grassi
Applied Digital,Construction & Delivery,SVP Construction Procurement,1,Brad Barton
Applied Digital,Development & Real Estate,"Senior Portfolio Manager, Real Estate Acquisitions & Site Development",1,Taliah Molina
Applied Digital,Development & Real Estate,Site Selection Manager,1,Nick Patel
Applied Digital,Development & Real Estate,Vice President - Site Strategy & Development,1,Edward Pendarvis
Applied Digital,Energy & Utilities,Lead Power Engineer Data Center Ops,1,Ryan N.
Applied Digital,Energy & Utilities,"Senior Director, Energy and Utilities",1,Rajat Agrawal
Applied Digital,Energy & Utilities,Vice President of Energy Strategy,1,Robert Dowd
Applied Digital,Executive leadership,Chief Development Officer,1,Todd Gale
Applied Digital,Executive leadership,Co-Founder and President,1,Jason Zhang
Applied Digital,Executive leadership,"Founder, CEO and Chairman",1,Wes Cummins
Applied Digital,"Legal, People & Support","Environment, Health and Safety Manager",1,Kashif Ali
Applied Digital,Pre-Construction & Cost,Cost Control Manager - Data Center Development,1,Magdalena M.
Applied Digital,Unclassified,Campus Director,1,Keith Leier
Apto,Construction & Delivery,Construction Director,1,Noel Scanlon
Apto,Development & Real Estate,Chief Strategy and Acquisitions Officer,1,Mark Dolan
Apto,Executive leadership,Chief Executive Officer,1,Russell Poole
Apto,Executive leadership,Chief Revenue Officer,1,Chris Baxter
Apto,Sales & Leasing,Business Development,1,David Cologne
Apto,Sales & Leasing,Client Executive,1,Tomasz Urbanik
Apto,Sales & Leasing,Commercial Director,1,Jude Clonan
Arcadis,Construction & Delivery,Project Control Specialist,1,Holland Baker
Arcadis,Construction & Delivery,Senior Manager Program Management,1,Alark Batra
Arcadis,Construction & Delivery,Senior Project Controls Specialist,1,Bhadrash Patel
Arcadis,Construction & Delivery,Senior Project Manager,1,Jenny (Kyoung Hee) Lee
Arcadis,Design & Engineering,Civil Engineer,1,Brian Arias-Robles
Arcadis,Design & Engineering,Industrial Wastewater/Water Engineer II,1,Noor Fahoum
Arcadis,Design & Engineering,Project Engineer (Water Resources),1,Felipe Dias
Arcadis,Design & Engineering,Water Engineer,1,"Sylvia McLain, E.I.T."
Arcadis,Executive leadership,Owners Representative (Client immersion),1,Neil Baines
Arcadis,Pre-Construction & Cost,Project Estimator,1,Brenda Getsinger
Arcadis,Pre-Construction & Cost,Senior Cost and Schedule Controls Professional,1,Daniel Dye
Arcadis,Unclassified,Associate Vice President,1,Steve Rice
Arcadis,Unclassified,Senior Director,1,Christian Goldsmith
Archkey Solutions,Pre-Construction & Cost,Estimating Director,1,Kelly Clontz
Archkey Solutions,Pre-Construction & Cost,Preconstruction Manager,1,Scott Arfsten
Archkey Solutions,Pre-Construction & Cost,Senior Preconstruction Manager,1,Nick Brown
Arevon Energy,Construction & Delivery,Project Manager,1,Jemma King
Arevon Energy,Development & Real Estate,Development Manager,3,Cole Skelpsa; Kelsey Silver; Maya Callahan
Arevon Energy,Development & Real Estate,Senior Development Manager,2,Joshua Chavez; Sohail Suryavanshi
Arevon Energy,Development & Real Estate,Vice President of Development,2,Christopher Matthews; Joshua Coon
Arevon Energy,Development & Real Estate,Director of Real Estate,1,Kirby Johnson
Arevon Energy,Development & Real Estate,"Director, Development",1,Troy Bushman
Arevon Energy,Development & Real Estate,"Project Manager, Development",1,Gabriel Bolio
Arevon Energy,Development & Real Estate,"Senior Director, Development",1,Henriëtte Boom
Arevon Energy,Development & Real Estate,"Vice President, Origination",1,Paul Smerchanski
Arevon Energy,Executive leadership,Chief Development Officer (CDO),1,Shanelle Montana
Arevon Energy,Unclassified,Senior Manager - Interconnection,1,Jonathan Pagnussat
Ark Data Centres,Construction & Delivery,(former) SENIOR PROJECT MANAGER,1,Sunny Jassal
Ark Data Centres,Construction & Delivery,Construction Director,1,Lewis Rogers
Ark Data Centres,Construction & Delivery,Head of Construction,1,Mark Watterson
Ark Data Centres,Construction & Delivery,Head of Construction - South East,1,Luke Mortimer
Ark Data Centres,Construction & Delivery,Head of Construction UK Southwest,1,Seamus Quinn
Ark Data Centres,Design & Engineering,"Design, Technology and Innovation Director",1,Tim Coxon
Ark Data Centres,Design & Engineering,Head of Design,1,Richard Lumb
Ark Data Centres,Development & Real Estate,Real Estate Director,1,James Smith
Ark Data Centres,Energy & Utilities,Head of Energy & Sustainability,1,Pip Squire
Ark Data Centres,Executive leadership,Chief Executive Officer,1,Huw Owen
Ark Data Centres,Executive leadership,Chief Revenue Officer (CRO),1,Rob Silvester
Ark Data Centres,Sales & Leasing,Commercial Sales and Marketing Director,1,Wesley Anastase-Brookes
Ark Data Centres,Sales & Leasing,Head of Enterprise and AI,1,Ben Stirk
Arrow Capital Partners,Development & Real Estate,"Head of Development, Europe",1,Lawrence Harkness
Arup,Construction & Delivery,Project Manager,1,Christian Figueroa-Ocasio
Arup,Design & Engineering,(former) Civil Engineer,1,Nicole Leichtenschlag
Arup,Design & Engineering,Associate Principal | Civil Engineering,1,Sherazad Mehta
Arup,Design & Engineering,Senior Civil Engineer,1,Sam Turman
Arup,Energy & Utilities,"Associate Director, Urban Energy",1,Karuna Phillips
Arup,Energy & Utilities,"Principal | Infrastructure, Energy and Real Estate Advisory Services",1,Jorge Valenzuela
Arup,Unclassified,Associate Principal,4,Grant McInnes; John Kostyo; Mathew (Matt) Bamm; Orion Fulton
Arup,Unclassified,Principal,3,Ibbi Almufti; John Eddy; Raj Daswani
Arup,Unclassified,Director,2,George Demetriou; Paul Dunne
